,Ammonizione,Assist,Assist da fermo,Autorete,Espulsione,Fantapunti,Goal,Goal subito,Malus,Modulo,Modulo applicato,Punti,Rigore parato,Rigore sbagliato,Rigore segnato,Risultato,Squadra
57,1,0,1,0,0,65.5,0,2,0,343,343,67.0,0,0,0,Sconfitta,SS Condom
58,1,0,0,0,0,78.5,2,0,0,343,343,70.0,0,0,1,Vittoria,Bluefin FC
59,2,1,0,0,0,54.5,0,0,0,343,343,54.5,0,0,0,Sconfitta,FK Qarabaq
60,2,1,0,0,0,71.0,3,4,0,343,343,66.0,0,0,0,Vittoria,FC Elektrosila Skingrad
61,0,0,0,0,0,64.0,0,1,0,343,343,65.0,0,0,0,Sconfitta,SS Condom
62,2,0,0,0,0,80.0,5,0,0,343,343,66.0,0,0,0,Vittoria,FK Qarabaq
63,2,3,0,0,0,73.5,2,0,0,343,343,65.5,0,0,0,Sconfitta,AC Vostra
64,0,0,0,0,0,73.5,2,1,0,343,343,68.5,0,1,1,Sconfitta,Bluefin FC
65,2,3,0,0,0,74.5,2,3,0,343,343,69.5,0,0,0,Vittoria,Sbronzi di Riace
66,1,2,0,0,0,81.0,3,1,0,343,343,68.5,0,0,1,Vittoria,Pro Sud Gradinata
67,1,1,0,0,1,64.0,1,3,0,343,343,64.5,0,0,0,Sconfitta,Varese Primavera
68,2,0,0,0,0,68.5,2,2,0,343,343,65.5,0,0,0,Sconfitta,Overflow FC
69,1,4,0,0,0,72.0,0,1,0,442,442,69.5,0,0,0,Vittoria,Civitanova Squidfishers
70,3,2,1,0,0,72.5,2,2,0,343,343,67.0,0,0,0,Sconfitta,AC Vostra
71,1,4,0,0,0,80.0,2,1,0,343,343,68.5,0,0,1,Vittoria,Bluefin FC
72,1,2,0,0,0,72.0,2,4,0,343,343,68.5,0,0,0,Vittoria,FC Elektrosila Skingrad
73,1,0,0,0,0,63.5,2,1,0,343,343,59.0,0,0,0,Sconfitta,Sbronzi di Riace
74,1,2,0,0,0,69.5,1,1,0,343,343,66.0,0,0,0,Sconfitta,Varese Primavera
75,1,1,0,0,0,77.0,3,0,0,343,343,67.5,0,0,0,Vittoria,FK Qarabaq
76,2,0,0,0,0,72.0,3,2,0,433,433,66.0,0,0,0,Vittoria,Civitanova Squidfishers
77,1,0,0,0,0,62.5,1,3,0,343,343,63.0,0,0,0,Sconfitta,Pro Sud Gradinata
78,2,0,0,0,0,72.0,2,0,0,343,343,67.0,0,1,1,Vittoria,SS Condom
79,2,0,0,0,0,64.5,0,1,0,442,442,66.5,0,0,0,Sconfitta,Overflow FC
80,3,1,0,0,0,75.0,3,2,0,343,343,68.5,0,0,0,Vittoria,FK Qarabaq
81,2,1,0,0,0,65.5,0,0,0,343,343,65.5,0,0,0,Sconfitta,Civitanova Squidfishers
82,2,2,0,0,0,70.5,1,1,0,343,343,67.5,0,0,0,Vittoria,Sbronzi di Riace
83,1,0,0,0,0,69.0,1,1,0,343,343,67.5,0,0,0,Sconfitta,AC Vostra
84,1,0,0,0,0,67.0,1,0,0,343,343,64.5,0,0,0,Vittoria,Bluefin FC
85,0,1,0,0,0,61.5,0,2,0,343,343,62.5,0,0,0,Sconfitta,Varese Primavera
86,2,0,0,0,0,74.0,3,2,0,343,343,68.0,0,0,0,Sconfitta,Pro Sud Gradinata
87,1,2,0,0,0,78.5,3,1,0,343,343,69.0,0,0,0,Vittoria,SS Condom
88,1,1,0,0,0,66.0,0,0,0,442,442,65.5,0,0,0,Vittoria,Overflow FC
89,0,1,0,0,1,65.0,0,0,0,352,352,65.0,0,0,0,Sconfitta,FC Elektrosila Skingrad
90,4,2,1,0,0,60.0,0,1,0,343,343,63.0,0,1,0,Sconfitta,AC Vostra
91,3,0,0,0,0,66.0,1,0,0,343,343,64.5,0,0,0,Vittoria,Varese Primavera
92,2,0,0,0,0,77.5,3,1,0,343,343,67.5,0,0,1,Vittoria,FK Qarabaq
93,0,1,0,0,0,67.0,1,3,0,343,343,66.0,0,0,0,Sconfitta,SS Condom
94,0,2,0,0,0,71.5,1,1,0,343,343,67.5,0,0,0,Vittoria,Sbronzi di Riace
95,2,0,0,0,0,68.0,2,1,0,442,442,64.0,0,0,0,Sconfitta,Overflow FC
96,1,2,1,0,0,76.0,0,0,0,433,433,67.5,0,0,2,Vittoria,Bluefin FC
97,1,0,0,0,0,62.5,1,2,0,343,343,65.0,0,1,0,Sconfitta,Civitanova Squidfishers
98,1,4,0,0,0,74.5,1,1,0,343,343,69.0,0,0,0,Vittoria,Pro Sud Gradinata
99,0,0,0,0,0,64.0,1,2,0,433,433,63.0,0,0,0,Sconfitta,FC Elektrosila Skingrad
100,1,1,0,0,0,69.0,1,1,0,352,352,66.5,0,0,0,Vittoria,FC Elektrosila Skingrad
101,2,0,0,0,0,63.0,2,1,0,343,343,59.0,0,0,0,Sconfitta,FK Qarabaq
102,0,1,0,0,0,73.0,2,1,0,343,343,67.0,0,0,0,Vittoria,Varese Primavera
103,1,1,0,0,0,61.5,1,0,0,343,343,61.0,0,1,0,Sconfitta,Sbronzi di Riace
104,1,0,0,0,0,69.0,1,0,0,433,433,66.5,0,0,0,Vittoria,Civitanova Squidfishers
105,0,1,0,0,0,63.5,0,2,0,343,343,64.5,0,0,0,Sconfitta,AC Vostra
106,2,0,0,0,0,61.5,0,0,0,343,343,62.5,0,0,0,Sconfitta,SS Condom
107,1,1,0,0,0,70.5,1,1,0,433,433,68.0,0,0,0,Vittoria,Bluefin FC
108,3,1,0,0,0,57.5,0,0,0,343,343,58.0,0,0,0,Sconfitta,Overflow FC
109,1,0,1,0,0,70.5,2,2,0,343,343,66.0,0,0,0,Vittoria,Pro Sud Gradinata
110,3,1,0,0,0,67.0,1,0,0,343,343,64.5,0,0,0,Sconfitta,AC Vostra
111,0,2,1,0,1,70.5,2,0,0,343,343,62.5,0,0,0,Vittoria,SS Condom
112,2,1,0,0,0,66.0,1,0,0,343,343,63.0,0,0,0,Pareggio,Varese Primavera
113,0,2,0,0,0,68.5,0,2,0,433,433,68.5,0,0,0,Pareggio,Civitanova Squidfishers
114,1,1,0,0,0,76.0,3,1,0,343,343,64.5,1,0,0,Vittoria,FK Qarabaq
115,1,0,0,0,0,67.5,1,1,0,442,442,66.0,0,0,0,Sconfitta,Overflow FC
116,1,3,0,0,0,76.5,4,1,0,343,343,63.0,0,0,0,Vittoria,Sbronzi di Riace
117,1,0,0,0,0,70.0,2,3,0,343,343,67.5,0,0,0,Sconfitta,Pro Sud Gradinata
118,4,1,0,0,0,72.5,2,0,0,343,343,67.5,0,0,0,Pareggio,Bluefin FC
119,1,1,0,0,0,70.0,2,1,0,433,433,64.5,0,0,0,Pareggio,FC Elektrosila Skingrad
120,2,2,0,0,0,69.5,0,0,0,343,343,68.5,0,0,0,Pareggio,FC Elektrosila Skingrad
121,1,0,0,0,0,69.0,3,2,0,343,343,62.5,0,0,0,Pareggio,AC Vostra
122,2,1,0,1,0,61.5,0,1,0,433,433,65.5,0,0,0,Pareggio,Civitanova Squidfishers
123,2,1,0,0,0,64.0,1,1,0,343,343,62.0,0,0,0,Pareggio,Sbronzi di Riace
124,4,0,0,0,0,74.0,3,0,0,343,343,67.0,0,0,0,Vittoria,SS Condom
125,1,2,0,0,0,69.5,1,2,0,343,343,67.0,0,0,0,Sconfitta,Varese Primavera
126,1,0,0,0,0,68.0,1,1,0,343,343,66.5,0,0,0,Sconfitta,Pro Sud Gradinata
127,4,1,0,0,0,70.5,2,0,0,343,343,65.5,0,0,0,Vittoria,FK Qarabaq
128,0,0,0,0,0,66.0,1,0,0,442,442,66.0,0,1,0,Vittoria,Overflow FC
129,1,1,0,0,1,60.5,0,3,0,343,343,64.0,0,0,0,Sconfitta,Bluefin FC
130,3,0,0,0,0,66.5,1,0,0,343,343,65.0,0,0,0,Sconfitta,AC Vostra
131,0,0,0,0,0,79.5,3,1,0,352,352,68.5,0,0,1,Vittoria,Overflow FC
132,2,1,0,0,0,62.5,0,0,0,343,343,65.5,0,1,0,Sconfitta,Varese Primavera
133,2,2,1,0,0,68.0,0,1,0,343,343,67.0,0,0,0,Vittoria,FC Elektrosila Skingrad
134,1,1,0,0,0,67.0,1,3,0,343,343,66.5,0,0,0,Vittoria,Civitanova Squidfishers
135,2,0,0,0,0,65.0,0,0,0,352,352,63.0,0,0,1,Sconfitta,SS Condom
136,1,1,0,0,1,58.0,0,3,0,343,343,61.5,0,0,0,Sconfitta,Sbronzi di Riace
137,1,0,0,0,0,76.0,3,0,0,343,343,67.5,0,0,0,Vittoria,FK Qarabaq
138,2,4,0,0,0,69.5,2,3,0,442,442,66.5,0,1,0,Sconfitta,Bluefin FC
139,2,0,0,0,0,70.0,2,0,0,343,343,65.0,0,0,0,Vittoria,Pro Sud Gradinata
140,1,1,0,0,0,68.5,2,3,0,352,352,65.0,0,0,0,Vittoria,FC Elektrosila Skingrad
141,1,0,0,0,1,60.5,0,2,0,433,433,64.0,0,0,0,Sconfitta,Civitanova Squidfishers
142,1,1,0,0,0,81.5,4,0,0,352,352,69.0,0,0,0,Vittoria,SS Condom
143,2,0,0,0,0,58.5,0,2,0,343,343,61.5,0,0,0,Sconfitta,Sbronzi di Riace
144,1,0,0,0,0,67.0,2,1,0,343,343,65.5,0,1,0,Sconfitta,FK Qarabaq
145,1,3,0,0,0,77.0,2,1,0,442,442,69.5,0,0,0,Vittoria,Bluefin FC
146,2,0,1,0,1,75.5,1,0,0,343,343,67.5,1,0,1,Vittoria,Pro Sud Gradinata
147,2,0,1,0,0,72.0,1,0,0,343,343,66.0,0,0,1,Sconfitta,AC Vostra
148,1,1,0,0,0,69.5,3,2,0,352,352,62.0,0,0,0,Sconfitta,Overflow FC
149,2,2,0,0,0,75.0,2,0,0,343,343,68.0,0,0,0,Vittoria,Varese Primavera
150,1,1,0,0,0,70.5,1,1,0,343,343,65.0,0,0,1,Vittoria,AC Vostra
151,2,0,0,0,0,63.0,0,1,0,343,343,65.0,0,0,0,Sconfitta,FK Qarabaq
152,2,1,0,0,0,65.0,0,0,0,343,343,65.0,0,0,0,Sconfitta,Varese Primavera
153,0,0,0,0,0,69.5,1,1,0,433,433,67.5,0,0,0,Vittoria,Pro Sud Gradinata
154,1,0,0,0,0,70.5,1,1,0,442,442,69.0,0,0,0,Vittoria,Civitanova Squidfishers
155,1,0,0,0,0,69.5,1,0,0,352,352,67.0,0,0,0,Sconfitta,Overflow FC
156,3,2,0,0,0,70.0,1,1,0,352,352,67.5,0,0,0,Sconfitta,SS Condom
157,2,0,0,0,0,76.0,3,1,0,451,451,69.0,0,0,0,Vittoria,FC Elektrosila Skingrad
158,1,0,0,0,0,67.0,1,0,0,343,343,64.5,0,0,0,Pareggio,Sbronzi di Riace
159,1,2,0,0,0,68.5,0,0,0,433,433,67.0,0,0,0,Pareggio,Bluefin FC
